040128;ALTO SELVA ALEGRE
040129;JOSE LUIS BUSTAMANTE Y RIVERO
040201;CHIVAY
040202;ACHOMA
040203;CABANACONDE
040204;CAYLLOMA
040205;CALLALLI
040206;COPORAQUE
040207;HUAMBO
040208;HUANCA
040209;ICHUPAMPA
040210;LARI
040211;LLUTA
040212;MACA
040213;MADRIGAL
040214;SAN ANTONIO DE CHUCA
040215;SIBAYO
040216;TAPAY
040217;TISCO
040218;TUTI
040219;YANQUE
040220;MAJES
040301;CAMANA
040302;JOSE MARIA QUIMPER
040303;MARIANO N VALCARCEL
040304;MARISCAL CACERES
040305;NICOLAS DE PIEROLA
040306;OCONA
040307;QUILCA
040308;SAMUEL PASTOR
040401;CARAVELI
040402;ACARI
040403;ATICO
040404;ATIQUIPA
040405;BELLA UNION
040406;CAHUACHO
040407;CHALA
040408;CHAPARRA
040409;HUANUHUANU
040410;JAQUI
040411;LOMAS
040412;QUICACHA
040413;YAUCA
040501;APLAO
040502;ANDAGUA
040503;AYO
040504;CHACHAS
040505;CHILCAYMARCA
040506;CHOCO
040507;HUANCARQUI
040508;MACHAGUAY
040509;ORCOPAMPA
040510;PAMPACOLCA
040511;TIPAN
040512;URACA
040513;UNON
040514;VIRACO
040601;CHUQUIBAMBA
040602;ANDARAY
040603;CAYARANI
040604;CHICHAS
040605;IRAY
040606;SALAMANCA
040607;YANAQUIHUA
040608;RIO GRANDE
040701;MOLLENDO
040702;COCACHACRA
040703;DEAN VALDIVIA
040704;ISLAY
040705;MEJIA
040706;PUNTA DE BOMBON
040801;COTAHUASI
040802;ALCA
040803;CHARCANA
040804;HUAYNACOTAS
040805;PAMPAMARCA
040806;PUYCA
040807;QUECHUALLA
040808;SAYLA
040809;TAURIA
040810;TOMEPAMPA
040811;TORO
050101;AYACUCHO
050102;ACOS VINCHOS
050103;CARMEN ALTO
050104;CHIARA
050105;QUINUA
050106;SAN JOSE DE TICLLAS
050107;SAN JUAN BAUTISTA
050108;SANTIAGO DE PISCHA
050109;VINCHOS
050110;TAMBILLO
050111;ACOCRO
050112;SOCOS
050113;OCROS
050114;PACAYCASA
050115;JESUS NAZARENO
050201;CANGALLO
050204;CHUSCHI
050206;LOS MOROCHUCOS
050207;PARAS
050208;TOTOS
050211;MARIA PARADO DE BELLIDO
050301;HUANTA
050302;AYAHUANCO
050303;HUAMANGUILLA
050304;IGUAIN
050305;LURICOCHA
050307;SANTILLANA
050308;SIVIA
050309;LLOCHEGUA
050401;SAN MIGUEL
050402;ANCO
050403;AYNA
050404;CHILCAS
050405;CHUNGUI
050406;TAMBO
050407;LUIS CARRANZA
050408;SANTA ROSA
050501;PUQUIO
050502;AUCARA
050503;CABANA
050504;CARMEN SALCEDO
050506;CHAVINA
050508;CHIPAO
050510;HUAC-HUAS
050511;LARAMATE
050512;LEONCIO PRADO
050513;LUCANAS
050514;LLAUTA
050516;OCANA
050517;OTOCA
050520;SANCOS
050521;SAN JUAN
050522;SAN PEDRO
050524;STA ANA DE HUAYCAHUACHO
050525;SANTA LUCIA
050529;SAISA
050531;SAN PEDRO DE PALCO
050532;SAN CRISTOBAL
050601;CORACORA
050604;CORONEL CASTANEDA
050605;CHUMPI
050608;PACAPAUSA
050611;PULLO
050612;PUYUSCA
050615;SAN FCO DE RAVACAYCO
050616;UPAHUACHO
050701;HUANCAPI
050702;ALCAMENCA
050703;APONGO
050704;CANARIA
050706;CAYARA
050707;COLCA
050708;HUAYA
050709;HUAMANQUIQUIA
050710;HUANCARAYLLA
050713;SARHUA
050714;VILCANCHOS
050715;ASQUIPATA
050801;SANCOS
050802;SACSAMARCA
050803;SANTIAGO DE LUCANAMARCA
050804;CARAPO
050901;VILCAS HUAMAN
050902;VISCHONGO
050903;ACCOMARCA
050904;CARHUANCA
050905;CONCEPCION
050906;HUAMBALPA
050907;SAURAMA
050908;INDEPENDENCIA
051001;PAUSA
051002;COLTA
051003;CORCULLA
051004;LAMPA
051005;MARCABAMBA
051006;OYOLO
051007;PARARCA
051008;SAN JAVIER DE ALPABAMBA
051009;SAN JOSE DE USHUA
051010;SARA SARA
051101;QUEROBAMBA
051102;BELEN
051103;CHALCOS
051104;SAN SALVADOR DE QUIJE
051105;PAICO
051106;SANTIAGO DE PAUCARAY
051107;SAN PEDRO DE LARCAY
051108;SORAS
051109;HUACANA
051110;CHILCAYOC
051111;MORCOLLA
060101;CAJAMARCA
060102;ASUNCION
060103;COSPAN
060104;CHETILLA
060105;ENCANADA
060106;JESUS
060107;LOS BANOS DEL INCA
060108;LLACANORA
060109;MAGDALENA
060110;MATARA
060111;NAMORA
060112;SAN JUAN
060201;CAJABAMBA
060202;CACHACHI
060203;CONDEBAMBA
060205;SITACOCHA
060301;CELENDIN
060302;CORTEGANA
060303;CHUMUCH
060304;HUASMIN
060305;JORGE CHAVEZ
060306;JOSE GALVEZ
060307;MIGUEL IGLESIAS
060308;OXAMARCA
060309;SOROCHUCO
060310;SUCRE
060311;UTCO
060312;LA LIBERTAD DE PALLAN
060401;CONTUMAZA
060403;CHILETE
060404;GUZMANGO
060405;SAN BENITO
060406;CUPISNIQUE
060407;TANTARICA
060408;YONAN
060409;STA CRUZ DE TOLEDO
060501;CUTERVO
060502;CALLAYUC
060503;CUJILLO
060504;CHOROS
060505;LA RAMADA
060506;PIMPINGOS
060507;QUEROCOTILLO
060508;SAN ANDRES DE CUTERVO
060509;SAN JUAN DE CUTERVO
060510;SAN LUIS DE LUCMA
060511;SANTA CRUZ
060512;SANTO DOMINGO DE LA CAPILLA
060513;SANTO TOMAS
060514;SOCOTA
060515;TORIBIO CASANOVA
060601;CHOTA
060602;ANGUIA
060603;COCHABAMBA
060604;CONCHAN
060605;CHADIN
060606;CHIGUIRIP
060607;CHIMBAN
060608;HUAMBOS
060609;LAJAS
060610;LLAMA
060611;MIRACOSTA
060612;PACCHA
060613;PION
060614;QUEROCOTO
060615;TACABAMBA
060616;TOCMOCHE
060617;SAN JUAN DE LICUPIS
060618;CHOROPAMPA
060619;CHALAMARCA
060701;BAMBAMARCA
060702;CHUGUR
060703;HUALGAYOC
060801;JAEN
060802;BELLAVISTA
060803;COLASAY
060804;CHONTALI
060805;POMAHUACA
060806;PUCARA
060807;SALLIQUE
060808;SAN FELIPE
060809;SAN JOSE DEL ALTO
060810;SANTA ROSA
060811;LAS PIRIAS
060812;HUABAL
060901;SANTA CRUZ
060902;CATACHE
060903;CHANCAIBANOS
060904;LA ESPERANZA
060905;NINABAMBA
060906;PULAN
060907;SEXI
060908;UTICYACU
060909;YAUYUCAN
060910;ANDABAMBA
060911;SAUCEPAMPA
061001;SAN MIGUEL
061002;CALQUIS
061003;LA FLORIDA
061004;LLAPA
061005;NANCHOC
061006;NIEPOS
061007;SAN GREGORIO
061008;SAN SILVESTRE DE COCHAN
061009;EL PRADO
061010;UNION AGUA BLANCA
061011;TONGOD
061012;CATILLUC
061013;BOLIVAR
061101;SAN IGNACIO
061102;CHIRINOS
061103;HUARANGO
061104;NAMBALLE
061105;LA COIPA
061106;SAN JOSE DE LOURDES
061107;TABACONAS
061201;PEDRO GALVEZ
061202;ICHOCAN
061203;GREGORIO PITA
061204;JOSE MANUEL QUIROZ
061205;EDUARDO VILLANUEVA
061206;JOSE SABOGAL
061207;CHANCAY
061301;SAN PABLO
061302;SAN BERNARDINO
061303;SAN LUIS
061304;TUMBADEN
070101;CUSCO
070102;CCORCA
070103;POROY
070104;SAN JERONIMO
070105;SAN SEBASTIAN
070106;SANTIAGO
070107;SAYLLA
070108;WANCHAQ
070201;ACOMAYO
070202;ACOPIA
070203;ACOS
070204;POMACANCHI
070205;RONDOCAN
070206;SANGARARA
070207;MOSOC LLACTA
070301;ANTA
070302;CHINCHAYPUJIO
070303;HUAROCONDO
070304;LIMATAMBO
070305;MOLLEPATA
070306;PUCYURA
070307;ZURITE
070308;CACHIMAYO
070309;ANCAHUASI
070401;CALCA
070402;COYA
070403;LAMAY
070404;LARES
070405;PISAC
070406;SAN SALVADOR
070407;TARAY
070408;YANATILE
070501;YANAOCA
070502;CHECCA
070503;KUNTURKANKI
070504;LANGUI
070505;LAYO
070506;PAMPAMARCA
070507;QUEHUE
070508;TUPAC AMARU
070601;SICUANI
070602;COMBAPATA
070603;CHECACUPE
070604;MARANGANI
070605;PITUMARCA
070606;SAN PABLO
070607;SAN PEDRO
070608;TINTA
070701;SANTO TOMAS
070702;CAPACMARCA
070703;COLQUEMARCA
070704;CHAMACA
070705;LIVITACA
070706;LLUSCO
070707;QUINOTA
070708;VELILLE
070801;ESPINAR
070802;CONDOROMA
070803;COPORAQUE
070804;OCORURO
070805;PALLPATA
070806;PICHIGUA
070807;SUYKUTAMBO
070808;ALTO PICHIGUA
070901;SANTA ANA
070902;ECHARATE
070903;HUAYOPATA
070904;MARANURA
070905;OCOBAMBA
070906;SANTA TERESA
070907;VILCABAMBA
070908;QUELLOUNO
070909;KIMBIRI
070910;PICHARI
071001;PARURO
071002;ACCHA
071003;CCAPI
071004;COLCHA
071005;HUANOQUITE
071006;OMACHA
071007;YAURISQUE
071008;PACCARITAMBO
071009;PILLPINTO
071101;PAUCARTAMBO
071102;CAICAY
071103;COLQUEPATA
071104;CHALLABAMBA
071105;COSNIPATA
071106;HUANCARANI
071201;URCOS
071202;ANDAHUAYLILLAS
071203;CAMANTI
071204;CCARHUAYO
071205;CCATCA
071206;CUSIPATA
071207;HUARO
071208;LUCRE
071209;MARCAPATA
071210;OCONGATE
071211;OROPESA
071212;QUIQUIJANA
071301;URUBAMBA
071302;CHINCHERO
071303;HUAYLLABAMBA
071304;MACHUPICCHU
071305;MARAS
071306;OLLANTAYTAMBO
071307;YUCAY
080101;HUANCAVELICA
080102;ACOBAMBILLA
080103;ACORIA
080104;CONAYCA
080105;CUENCA
080106;HUACHOCOLPA
080108;HUAYLLAHUARA
080109;IZCUCHACA
080110;LARIA
080111;MANTA
080112;MARISCAL CACERES
080113;MOYA
080114;NUEVO OCCORO
080115;PALCA
080116;PILCHACA
080117;VILCA
080118;YAULI
080119;ASCENCION
080120;HUANDO
080201;ACOBAMBA
080202;ANTA
080203;ANDABAMBA
080204;CAJA
080205;MARCAS
080206;PAUCARA
080207;POMACOCHA
080208;ROSARIO
080301;LIRCAY
080302;ANCHONGA
080303;CALLANMARCA
080304;CONGALLA
080305;CHINCHO
080306;HUAYLLAY GRANDE
080307;HUANCA HUANCA
080308;JULCAMARCA
080309;SAN ANTONIO DE ANTAPARCO
080310;STO TOMAS DE PATA
080311;SECCLLA
080312;CCOCHACCASA
080401;CASTROVIRREYNA
080402;ARMA
080403;AURAHUA
080405;CAPILLAS
080406;COCAS
080408;CHUPAMARCA
080409;HUACHOS
080410;HUAMATAMBO
080414;MOLLEPAMPA
080422;SAN JUAN
080427;TANTARA
080428;TICRAPO
080429;SANTA ANA
080501;PAMPAS
080502;ACOSTAMBO
080503;ACRAQUIA
080504;AHUAYCHA
080506;COLCABAMBA
080509;DANIEL HERNANDEZ
080511;HUACHOCOLPA
080512;HUARIBAMBA
080515;NAHUIMPUQUIO
080517;PAZOS
080518;QUISHUAR
080519;SALCABAMBA
080520;SAN MARCOS DE ROCCHAC
080523;SURCUBAMBA
080525;TINTAY PUNCU
080526;SALCAHUASI
080601;AYAVI
080602;CORDOVA
080603;HUAYACUNDO ARMA
080604;HUAYTARA
080605;LARAMARCA
080606;OCOYO
080607;PILPICHACA
080608;QUERCO
080609;QUITO ARMA
080610;SAN ANTONIO DE CUSICANCHA
080611;SAN FRANCISCO DE SANGAYAICO
080612;SAN ISIDRO
080613;SANTIAGO DE CHOCORVOS
080614;SANTIAGO DE QUIRAHUARA
080615;SANTO DOMINGO DE CAPILLA
080616;TAMBO
080701;CHURCAMPA
080702;ANCO
080703;CHINCHIHUASI
080704;EL CARMEN
080705;LA MERCED
080706;LOCROJA
080707;PAUCARBAMBA
080708;SAN MIGUEL DE MAYOC
080709;SAN PEDRO DE CORIS
080710;PACHAMARCA
090101;HUANUCO
090102;CHINCHAO
090103;CHURUBAMBA
090104;MARGOS
090105;QUISQUI
090106;SAN FCO DE CAYRAN
090107;SAN PEDRO DE CHAULAN
090108;STA MARIA DEL VALLE
090109;YARUMAYO
090110;AMARILIS
090111;PILLCO MARCA
090201;AMBO
090202;CAYNA
090203;COLPAS
090204;CONCHAMARCA
090205;HUACAR
090206;SAN FRANCISCO
090207;SAN RAFAEL
090208;TOMAY KICHWA
090301;LA UNION
090307;CHUQUIS
090312;MARIAS
090314;PACHAS
090316;QUIVILLA
090317;RIPAN
090321;SHUNQUI
090322;SILLAPATA
090323;YANAS
090401;LLATA
090402;ARANCAY
090403;CHAVIN DE PARIARCA
090404;JACAS GRANDE
090405;JIRCAN
090406;MIRAFLORES
090407;MONZON
090408;PUNCHAO
090409;PUNOS
090410;SINGA
090411;TANTAMAYO
090501;HUACRACHUCO
090502;CHOLON
090505;SAN BUENAVENTURA
090601;RUPA RUPA
090602;DANIEL ALOMIA ROBLES
090603;HERMILIO VALDIZAN
090604;LUYANDO
090605;MARIANO DAMASO BERAUN
090606;JOSE CRESPO Y CASTILLO
090701;PANAO
090702;CHAGLLA
090704;MOLINO
090706;UMARI
090801;HONORIA
090802;PUERTO INCA
090803;CODO DEL POZUZO
090804;TOURNAVISTA
090805;YUYAPICHIS
090901;HUACAYBAMBA
090902;PINRA
090903;CANCHABAMBA
090904;COCHABAMBA
091001;JESUS
091002;BANOS
091003;SAN FRANCISCO DE ASIS
091004;QUEROPALCA
091005;SAN MIGUEL DE CAURI
091006;RONDOS
091007;JIVIA
091101;CHAVINILLO
091102;APARICIO POMARES (CHUPAN)
091103;CAHUAC
091104;CHACABAMBA
091105;JACAS CHICO
091106;OBAS
091107;PAMPAMARCA
091108;CHORAS                   
100101;ICA
100102;LA TINGUINA
100103;LOS AQUIJES
100104;PARCONA
100105;PUEBLO NUEVO
100106;SALAS
100107;SAN JOSE DE LOS MOLINOS
100108;SAN JUAN BAUTISTA
100109;SANTIAGO
100110;SUBTANJALLA
100111;YAUCA DEL ROSARIO
100112;TATE
100113;PACHACUTEC
100114;OCUCAJE
100201;CHINCHA ALTA
100202;CHAVIN
100203;CHINCHA BAJA
100204;EL CARMEN
100205;GROCIO PRADO
100206;SAN PEDRO DE HUACARPANA
100207;SUNAMPE
100208;TAMBO DE MORA
100209;ALTO LARAN
100210;PUEBLO NUEVO
100211;SAN JUAN DE YANAC
100301;NAZCA
100302;CHANGUILLO
100303;EL INGENIO
100304;MARCONA
100305;VISTA ALEGRE
100401;PISCO
100402;HUANCANO
100403;HUMAY
100404;INDEPENDENCIA
100405;PARACAS
100406;SAN ANDRES
100407;SAN CLEMENTE
100408;TUPAC AMARU INCA
100501;PALPA
100502;LLIPATA
100503;RIO GRANDE
100504;SANTA CRUZ
100505;TIBILLO
110101;HUANCAYO
110103;CARHUACALLANGA
110104;COLCA
110105;CULLHUAS
110106;CHACAPAMPA
110107;CHICCHE
110108;CHILCA
110109;CHONGOS ALTO
110112;CHUPURO
110113;EL TAMBO
110114;HUACRAPUQUIO
110116;HUALHUAS
110118;HUANCAN
110119;HUASICANCHA
110120;HUAYUCACHI
110121;INGENIO
110122;PARIAHUANCA
110123;PILCOMAYO
110124;PUCARA
110125;QUICHUAY
110126;QUILCAS
110127;SAN AGUSTIN
110128;SAN JERONIMO DE TUNAN
110131;STO DOMINGO DE ACOBAMBA
110132;SANO
110133;SAPALLANGA
110134;SICAYA
110136;VIQUES
110201;CONCEPCION
110202;ACO
110203;ANDAMARCA
110204;COMAS
110205;COCHAS
110206;CHAMBARA
110207;HEROINAS TOLEDO
110208;MANZANARES
110209;MCAL CASTILLA
110210;MATAHUASI
110211;MITO
110212;NUEVE DE JULIO
110213;ORCOTUNA
110214;STA ROSA DE OCOPA
110215;SAN JOSE DE QUERO
110301;JAUJA
110302;ACOLLA
110303;APATA
110304;ATAURA
110305;CANCHAILLO
110306;EL MANTARO
110307;HUAMALI
110308;HUARIPAMPA
110309;HUERTAS
110310;JANJAILLO
110311;JULCAN
110312;LEONOR ORDONEZ
110313;LLOCLLAPAMPA
110314;MARCO
110315;MASMA
110316;MOLINOS
110317;MONOBAMBA
110318;MUQUI
110319;MUQUIYAUYO
110320;PACA
110321;PACCHA
110322;PANCAN
110323;PARCO
110324;POMACANCHA
110325;RICRAN
110326;SAN LORENZO
110327;SAN PEDRO DE CHUNAN
110328;SINCOS
110329;TUNAN MARCA
110330;YAULI
110331;CURICACA
110332;MASMA CHICCHE
110333;SAUSA
110334;YAUYOS
110401;JUNIN
110402;CARHUAMAYO
110403;ONDORES
110404;ULCUMAYO
110501;TARMA
110502;ACOBAMBA
110503;HUARICOLCA
110504;HUASAHUASI
110505;LA UNION
110506;PALCA
110507;PALCAMAYO
110508;SAN PEDRO DE CAJAS
110509;TAPO
110601;LA OROYA
110602;CHACAPALPA
110603;HUAY HUAY
110604;MARCAPOMACOCHA
110605;MOROCOCHA
110606;PACCHA
110607;STA BARBARA DE CARHUACAYAN
110608;SUITUCANCHA
110609;YAULI
110610;STA ROSA DE SACCO
110701;SATIPO
110702;COVIRIALI
110703;LLAYLLA
110704;MAZAMARI
110705;PAMPA HERMOSA
110706;PANGOA
110707;RIO NEGRO
110708;RIO TAMBO
110801;CHANCHAMAYO
110802;SAN RAMON
110803;VITOC
110804;SAN LUIS DE SHUARO
110805;PICHANAQUI
110806;PERENE
110901;CHUPACA
110902;AHUAC
110903;CHONGOS BAJO
110904;HUACHAC
110905;HUAMANCACA CHICO
110906;SAN JUAN DE ISCOS
110907;SAN JUAN DE JARPA
110908;TRES DE DICIEMBRE
110909;YANACANCHA
120101;TRUJILLO
120102;HUANCHACO
120103;LAREDO
120104;MOCHE
120105;SALAVERRY
120106;SIMBAL
120107;VICTOR LARCO HERRERA
120109;POROTO
120110;EL PORVENIR
120111;LA ESPERANZA
120112;FLORENCIA DE MORA
120201;BOLIVAR
120202;BAMBAMARCA
120203;CONDORMARCA
120204;LONGOTEA
120205;UCUNCHA
120206;UCHUMARCA
120301;HUAMACHUCO
120302;COCHORCO
120303;CURGOS
120304;CHUGAY
120305;MARCABAL
120306;SANAGORAN
120307;SARIN
120308;SARTIMBAMBA
120401;OTUZCO
120402;AGALLPAMPA
120403;CHARAT
120404;HUARANCHAL
120405;LA CUESTA
120408;PARANDAY
120409;SALPO
120410;SINSICAP
120411;USQUIL
120413;MACHE
120501;SAN PEDRO DE LLOC
120503;GUADALUPE
120504;JEQUETEPEQUE
120506;PACASMAYO
120508;SAN JOSE
120601;TAYABAMBA
120602;BULDIBUYO
120603;CHILLIA
120604;HUAYLILLAS
120605;HUANCASPATA
120606;HUAYO
120607;ONGON
120608;PARCOY
120609;PATAZ
120610;PIAS
120611;TAURIJA
120612;URPAY
120613;SANTIAGO DE CHALLAS
120701;SANTIAGO DE CHUCO
120702;CACHICADAN
120703;MOLLEBAMBA
120704;MOLLEPATA
120705;QUIRUVILCA
120706;SANTA CRUZ DE CHUCA
120707;SITABAMBA
120708;ANGASMARCA
120801;ASCOPE
120802;CHICAMA
120803;CHOCOPE
120804;SANTIAGO DE CAO
120805;MAGDALENA DE CAO
120806;PAIJAN
120807;RAZURI
120808;CASA GRANDE
120901;CHEPEN
120902;PACANGA
120903;PUEBLO NUEVO
121001;JULCAN
121002;CARABAMBA
121003;CALAMARCA
121004;HUASO
121101;CASCAS
121102;LUCMA
121103;MARMOT
121104;SAYAPULLO
121201;VIRU
121202;CHAO
121203;GUADALUPITO
130101;CHICLAYO
130102;CHONGOYAPE
130103;ETEN
130104;ETEN PUERTO
130105;LAGUNAS
130106;MONSEFU
130107;NUEVA ARICA
130108;OYOTUN
130109;PICSI
130110;PIMENTEL
